title,authors,year,venue,doi,url,reason_for_exclusion
RoMa: a robust model watermarking scheme for protecting ip in diffusion models,"Xie, Yingsha; Min, Rui; Qin, Zeyu; Ma, Fei; Shen, Li; Yu, Fei; Cao, Xiaochun",2025,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/2f4837a74fe73997ad9bfd3b655f0f3d-Abstract-Conference.html,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Watermarking Game-Playing Agents in Perfect-Information Extensive-Form Games,"J Kim, F Fang, T Sandholm",2026,arXiv preprint arXiv:2605.14283,,https://arxiv.org/abs/2605.14283,LLM-agent (behavioral/trajectory) watermarking; not code-specific.
A resilient and accessible distribution-preserving watermark for large language models,"Wu, Yihan; Hu, Zhengmian; Guo, Junfeng; Zhang, Hongyang; Huang, Heng",2024,Proceedings of Machine Learning Research,,https://arxiv.org/abs/2310.07710,General LLM watermarking; not code-specific.
"The Foreword Precedes the Watermark: Voluntary Disclosure, Mandatory Marking, and Why the Two Mechanisms Verify Different Things",GBJUN Huynh,2026,Zenodo,,https://www.academia.edu/download/133850550/The_Foreword_Precedes_the_Watermark.pdf,"Policy/regulatory essay on AI disclosure and marking, not a proposed method."
"Every Bit, Everywhere, All at Once: A Binomial Multibit LLM Watermark","T Gloaguen, R Staab, M Vero, M Vechev",2026,arXiv preprint arXiv:2605.11653,,https://arxiv.org/abs/2605.11653,General LLM watermarking; not code-specific.
An efficient and flexible black-box watermarking framework for large language models,"Li, Shiying; Xiong, Xi; Yu, Yan; Lu, Jiazhong; Li, Zhongzhi",2024,"2024 4th International Conference on Communication Technology and Information Technology, ICCTIT 2024",10.1109/ICCTIT64404.2024.10928654,https://ieeexplore.ieee.org/abstract/document/10928654/?casa_token=ICVTJd2gDW0AAAAA:RjSxF1L2Z1oDv83BYyJiq2q9K0kkUOQStpzRZgp1FfnsfTeLibqzx_vjG1IdFY3cXTOlU6Ya,General LLM watermarking; not code-specific.
Robust watermarking using generative priors against image editing: From benchmarking to advances,"Lu, Shilin; Zhou, Zihan; Lu, Jiayou; Zhu, Yuanzhi; Kong, Adams Wai-Kin",2025,"13th International Conference on Learning Representations, ICLR 2025",,https://proceedings.iclr.cc/paper_files/paper/2025/hash/d077bc9ea82a2998ca6b2d0158b5ac6e-Abstract-Conference.html,Image watermarking; unrelated to code.
Vector Quantization-Based Watermarking for Autoregressive Generated Images,Q. Lai; A. G. Bors,2026,"ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/ICASSP55912.2026.11464962,https://ieeexplore.ieee.org/abstract/document/11464962/?casa_token=-pK6218MqB8AAAAA:Y6Axz0TcnF-LcAYCwpRgbIrN2VxoKw2YRf_TygoJp0jtC5ZUqYsMBtHUuobhtABeE1CtOd8c,Image watermarking; unrelated to code.
Scalable and Robust Watermarking for Diffusion Models via Task-Decoupled Mixture-of-Watermarks,"X Dai, W Wang, B Wang",2026,IEEE Internet of Things Journal,,https://ieeexplore.ieee.org/abstract/document/11359227/?casa_token=amIsDLmkAyMAAAAA:33EGEHCy8eqs8eFgvax5F3iMaa8jdk83_NU2u7VgKDp_pQEa184Z7mbIdwF2eaClkUmYhnOU,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Sleepermark: Towards robust watermark against fine-tuning text-to-image diffusion models,"Wang, Zilan; Guo, Junfeng; Zhu, Jiacheng; Li, Yiming; Huang, Heng; Chen, Muhao; Tu, Zhengzhong",2025,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,10.1109/CVPR52734.2025.00769,https://ieeexplore.ieee.org/abstract/document/11094427/?casa_token=W6-dDkgItFoAAAAA:Xvuh2EkTKrXG8lpknFei0wAdZJyNhC10rxozmhQVavThxSqUMB83jExqOrG1vhbCO0pEHF1p,Image watermarking; unrelated to code.
Research on text watermark algorithm for generative large language models,P Wang,2025,,,https://lutpub.lut.fi/handle/10024/169392,Natural-language text watermarking; not code-specific.
EditMark: Watermarking Large Language Models based on Model Editing,"S Li, K Chen, J Jiang, J Zhang, Q Yao, K Zeng…",2025,arXiv preprint arXiv …,,https://arxiv.org/abs/2510.16367,General LLM watermarking; not code-specific.
Watermarking LLM agent trajectories,"W Meng, C Gong, TY Zhuo, F Zhang, K Li, Z Liu…",2026,arXiv preprint arXiv …,,https://arxiv.org/abs/2602.18700,LLM-agent (behavioral/trajectory) watermarking; not code-specific.
Turning your strength into watermark: Watermarking large language model via knowledge injection,"S Li, K Chen, K Tang, J Zhang, W Zhang, N Yu…",2023,arXiv preprint arXiv …,,https://arxiv.org/abs/2311.09535,General LLM watermarking; not code-specific.
Watermarking for large language models: A survey,"Yang, Zhiguang; Zhao, Gejian; Wu, Hanzhou",2025,Mathematics,10.3390/math13091420,https://www.mdpi.com/2227-7390/13/9/1420,General LLM watermarking; not code-specific.
DeepTextMark: a deep learning-driven text watermarking approach for identifying large language model generated text,"T Munyer, AA Tanvir, A Das, X Zhong",2024,Ieee Access,,https://ieeexplore.ieee.org/abstract/document/10471537/,Natural-language text watermarking; not code-specific.
Watermarking LLM-Generated Datasets in Downstream Tasks,"Y Liu, T Cong, M Backes, Z Li, Y Zhang",2025,arXiv preprint arXiv:2506.13494,,https://arxiv.org/abs/2506.13494,General LLM watermarking; not code-specific.
A Contrastive Semantic Watermarking Framework for Large Language Models,"Wang, Jianxin; Chang, Xiangze; Xiao, Chaoen; Zhang, Lei",2025,Symmetry,10.3390/sym17071124,https://www.mdpi.com/2073-8994/17/7/1124,General LLM watermarking; not code-specific.
Towards the Watermarking of Large Language Models: A Survey,E Brajevic,,amslaurea.unibo.it,,https://amslaurea.unibo.it/id/eprint/35479/,General LLM watermarking; not code-specific.
Adaptive text watermark for large language models,"Liu, Yepeng; Bu, Yuheng",2024,Proceedings of Machine Learning Research,,https://arxiv.org/abs/2401.13927,Natural-language text watermarking; not code-specific.
AttriMark: Training-Free Camouflaged Semantic Watermarking Based on Object Attribute Editing,"Wen, Jin; Chen, Kejiang; Zhu, Xu; He, Yanru; Liu, Bin; Zhang, Weiming; Xiao, Song",2026,IEEE Transactions on Multimedia,10.1109/TMM.2026.3718635,https://ieeexplore.ieee.org/abstract/document/11629619/?casa_token=uHOGrkfL3zoAAAAA:ZHvCgQIqQouslFTRsb-yPz_nyrPS9FwzVQ8cXMAR4fF5UnQHbVLzFyJ80mSdV3NROKk-no9W,Image (object-attribute editing) watermarking; unrelated to code.
"Deep learning for image watermarking: a comprehensive review and analysis of techniques, Challenges, and Applications","Bistroń, Marta; Żurada, Jacek M.; Piotrowski, Zbigniew",2026,Sensors (Basel …,10.3390/s26020444,https://pmc.ncbi.nlm.nih.gov/articles/PMC12845643/,Image watermarking; unrelated to code.
"Flip, Don't Shuffle: Watermarking LLMs at the Speed of Inference","S Ceppi, I Sanchez",2026,arXiv preprint arXiv:2609.03844,,https://arxiv.org/abs/2609.03844,General LLM watermarking; not code-specific.
Raw: A robust and agile plug-and-play watermark framework for ai-generated images with provable guarantees,"Xian, Xun; Wang, Ganghua; Bi, Xuan; Srinivasa, Jayanth; Kundu, Ashish; Hong, Mingyi; Ding, Jie",2024,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper_files/paper/2024/hash/ee62ab636066cf45a27246acca9545b7-Abstract-Conference.html,Image watermarking; unrelated to code.
A watermark for auto-regressive speech generation models,"Y Wu, R Chen, G Milis, J Guo, H Huang",2025,Proc. Interspeech,,https://www.isca-archive.org/interspeech_2025/wu25k_interspeech.html,Audio/speech watermarking; unrelated to code.
HashMark: Watermarking Tabular/Synthetic Data For Machine Learning Via Cryptographic Hash Functions,"H Karthikeyan, L de Castro…",2025,… : Generative AI in …,,https://openreview.net/forum?id=J2HYEQBB5J,Non-code structured-data watermarking; unrelated to code.
Safe-sora: Safe text-to-video generation via graphical watermarking,"Su, Zihan; Qiu, Xuerui; Xu, Hongbin; Jiang, Tangyu; Zhuang, Junhao; Yuan, Chun; Li, Ming; He, Shengfeng; Yu, Fei Richard",2025,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/e5eaf67f3405be58cd12848a89cd8ace-Abstract-Conference.html,Video/facial-image watermarking; unrelated to code.
FreMark: Frequency-Domain Watermark Embedding in Quantized LLMs,Pengyu ChenZiyu DingYaqi WuPeigen Ye,2026,… Conference on Data Security and Privacy …,10.1007/978-981-95-3185-1_14,https://link.springer.com/chapter/10.1007/978-981-95-3185-1_14,General LLM watermarking; not code-specific.
GPTs don't keep secrets: Searching for backdoor watermark triggers in autoregressive language models,"E Lucas, T Havens",2023,Proceedings of the 3rd Workshop on …,,https://aclanthology.org/2023.trustnlp-1.21/,General LLM watermarking; not code-specific.
Protecting copyright of medical pre-trained language models: Training-free backdoor model watermarking,"Kong, Cong; Xu, Rui; Chen, Jiawei; Yin, Zhaoxia",2025,"MM 2025 - Proceedings of the 33rd ACM International Conference on Multimedia, Co-Located with MM 2025",10.1145/3746027.3755548,https://dl.acm.org/doi/abs/10.1145/3746027.3755548,Medical (image/data) watermarking; unrelated to code.
DiffKGW: stealthy and robust diffusion model watermarking,"T Wei, R Qiu, Y Chen, Y Qi, J Lin, W Bao…",2026,… on Machine Learning …,,https://openreview.net/forum?id=OXi9vcIOgD,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
LLM watermarking using mixtures and statistical-to-computational gaps,"P Abdalla, R Vershynin",2025,arXiv preprint arXiv:2505.01484,,https://arxiv.org/abs/2505.01484,General LLM watermarking; not code-specific.
P2mark: Plug-and-Play Parameter-Intrinsic Watermarking for Neural Speech Generation,"Y Ren, J Yi, T Wang, J Tao, Z Lian, Z Wen, C Li…",2025,arXiv preprint arXiv …,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5211646,Audio/speech watermarking; unrelated to code.
Fontguard: A robust font watermarking approach leveraging deep font knowledge,"K Wong, J Zhou, K Li, YW Si, X Wu…",2025,IEEE Transactions on …,,https://ieeexplore.ieee.org/abstract/document/11146602/?casa_token=7_CXT0rhRlsAAAAA:fdQ3NnibkeJZ-m-i0psbV9k9vKoFZWAFUjfXiDooYiH5Haw2FviSCHwt2JhOfbUXHr9-2WVR,Image watermarking; unrelated to code.
ReasMark: A Robust Watermark for Attributing LLM Reasoning Under Knowledge Distillation Attacks,"P Lv, R Zhou, Y Li, R Liang, X Han…",2026,Proceedings of the …,,https://aclanthology.org/2026.acl-long.2185/,General LLM watermarking; not code-specific.
SAMark: A Self-Anchored Text Watermarking with Paragraph-Level Paraphrase Robustness,"J Huo, W Qu, Y Yan, K Zheng, J Zhang, X Hu…",2026,arXiv preprint arXiv …,,https://arxiv.org/abs/2605.25796,Natural-language text watermarking; not code-specific.
Robust watermarking for diffusion models using error-correcting codes and post-quantum key encapsulation,"X Hu, B Zhang, M Al-Dossari, NSA El-Gawaad…",2025,Frontiers in …,,https://www.frontiersin.org/journals/physics/articles/10.3389/fphy.2025.1750515/full,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Entropy-guided watermarking for llms: A test-time framework for robust and traceable text generation,"S Cai, L Ding, D Tao",2025,arXiv preprint arXiv:2504.12108,,https://arxiv.org/abs/2504.12108,Natural-language text watermarking; not code-specific.
An integrated email security gateway and dual-layer frequency-domain watermarking framework for business transaction receipt authentication against generative AI …,"BV Indriyono, RR Ali",2026,Journal of Soft Computing …,,https://joscex.shmpublisher.com/index.php/journal/article/view/77,General generative-AI-content watermarking; not code-specific.
Ai-generated image detection: Passive or watermark?,"M Guo, Y Hu, Z Jiang, Z Li…",2026,Proceedings of the …,,https://openaccess.thecvf.com/content/CVPR2026W/SAFE/html/Guo_AI-generated_Image_Detection_Passive_or_Watermark_CVPRW_2026_paper.html,Image watermarking; unrelated to code.
SimKey: A Semantically Aware Key Module for Watermarking Language Models,"S Kodama, H Diwan, L Rosenblatt, RT Witter…",2025,arXiv preprint arXiv …,,https://arxiv.org/abs/2510.12828,General LLM watermarking; not code-specific.
Rintaw: A robust invisible watermark for tabular generative models,"L Fang, A Liu, HP Zou, H Zhang…",2025,… on GenAI Watermarking,,https://openreview.net/forum?id=3K4oAgZTcO,Invisible/visible/reversible watermarking (established image-domain terms); unrelated to code.
SMTW: Semantics-Based Robust Multi-bit Text Watermarking for Large Language Models,C. Song; T. Li,2026,"2026 6th International Conference on Neural Networks, Information and Communication Engineering (NNICE)",10.1109/NNICE68970.2026.11465813,https://ieeexplore.ieee.org/abstract/document/11465813/?casa_token=MpkJ-lCHv6kAAAAA:7Br5w-QDFYGqt8iPfFOldUYwTYdtqGqU33H8NTvsBk2Z-BxZlSu1F7nXL4234ct3OWt9o7s6,Natural-language text watermarking; not code-specific.
CORE-BREW: LLR-Based Soft Decoding for Robust Multi-Bit LLM Watermarking,"J Kim, HE Kim, YS Kim",2026,arXiv preprint arXiv:2606.24163,,https://arxiv.org/abs/2606.24163,General LLM watermarking; not code-specific.
Dero: Diffusion-model-erasure robust watermarking,"H Fang, K Chen, Y Qiu, Z Ma, W Zhang…",2024,Proceedings of the 32nd …,,https://dl.acm.org/doi/abs/10.1145/3664647.3681220,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Mask image watermarking,"R Hu, J Zhang, S Zhao, N Lukas, J Li…",2026,Advances in …,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/d74fb06615baaf6349007da7521223aa-Abstract-Conference.html,Image watermarking; unrelated to code.
VLA-Mark: A cross modal watermark for large vision-language alignment models,"Liu, Shuliang; Zheng, Qi; Xu, Jesse Jiaxi; Yan, Yibo; Zhang, Junyan; Geng, He; Liu, Aiwei; Jiang, Peijie; Liu, Jia; Tam, Yik-Cheung; Hu, Xuming",2025,"EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference",10.18653/v1/2025.emnlp-main.1342,https://aclanthology.org/2025.emnlp-main.1342/,Image watermarking; unrelated to code.
Videomark: A distortion-free robust watermarking framework for video diffusion models,"X Hu, H Li, J Li, Y Huang, S Liu, Q Zheng…",2025,arXiv preprint arXiv …,,https://arxiv.org/abs/2504.16359,Video/facial-image watermarking; unrelated to code.
Semstamp: A semantic watermark with paraphrastic robustness for text generation,"A Hou, J Zhang, T He, Y Wang…",2024,Proceedings of the …,,https://aclanthology.org/2024.naacl-long.226/,Natural-language text watermarking; not code-specific.
HMARK: Radioactive Multi-Bit Semantic-Latent Watermarking for Diffusion Models,"K Li, G Ding, I Grishchenko, D Lie",2025,arXiv preprint arXiv:2512.00094,,https://arxiv.org/abs/2512.00094,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
"WaterPool: A language model watermark mitigating trade-offs among imperceptibility, efficacy and robustness","Huang, Baizhou; Wan, Xiaojun",2025,"Proceedings of the 2025 Annual Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies: Long Papers, NAACL-HLT 2025",10.18653/v1/2025.naacl-long.209,https://aclanthology.org/2025.naacl-long.209/,General LLM watermarking; not code-specific.
AIGC Watermarking: Collusion-Based Attack on Stable Signature,S Korabandi,2025,,,https://search.proquest.com/openview/6196a6a24109f42e8eb15a4bdff4daf2/1?pq-origsite=gscholar&cbl=18750&diss=y,Biometric watermarking; unrelated to code.
Xattnmark: Learning robust audio watermarking with cross-attention,"Liu, Yixin; Lu, Lie; Jin, Jihui; Sun, Lichao; Fanelli, Andrea",2025,Proceedings of Machine Learning Research,,https://arxiv.org/abs/2502.04230,Audio/speech watermarking; unrelated to code.
PURA: Provably Unbiased and Robust Multi-Bit Watermarking for AI-Generated Text Attribution,"Y Wang, J Guo, S Du, C Wang, Q Yao, D Hu…",2026,arXiv preprint arXiv …,,https://arxiv.org/abs/2608.22218,Natural-language text watermarking; not code-specific.
Protecting text ip in the era of llms with robust and scalable watermarking,"GKR Lau, X Niu, H Dao, J Chen, CS Foo…",2024,ICML Workshop on …,,https://blog.genlaw.org/pdfs/genlaw_icml2024/18.pdf,Natural-language text watermarking; not code-specific.
Watermark under Fire: A Robustness Evaluation of LLM Watermarking.,"Liang, Jiacheng; Wang, Zian; Hong, Spencer; Ji, Shouling; Wang, Ting",2025,"EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2025",10.18653/v1/2025.findings-emnlp.1148,https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.1148.pdf,General LLM watermarking; not code-specific.
