title,authors,year,venue,doi,url,abstract
CLASP: Training-Free LLM-Assisted Source Code Watermarking via Semantic-Preserving Transformations,Rui Xu; Jiawei Chen; Weizhi Liu; Zhaoxia Yin; Cong Kong; Xinpeng Zhang,2025,arXiv preprint arXiv …,,http://arxiv.org/abs/2510.11251v2,"The proliferation of open-source code and large language models (LLMs) for code generation has amplified the risks of unauthorized reuse and intellectual property infringement. Source code watermarking offers a potential solution, yet existing methods typically encode watermarks through identifiers, local code patterns, or limited handcrafted edits, leaving them vulnerable to renaming, refactoring, and adaptive watermark removal. These limitations hinder the joint achievement of robustness, capacity, generalization, and deployment efficiency. We propose CLASP, a Code LLM-Assisted Semantic-Preserving watermarking framework that enables training-free, plug-and-play watermarking for source code. CLASP embeds watermark bits within a fixed space of semantics-preserving transformations, enabling automated watermark insertion with higher capacity while remaining reusable across programming languages and less dependent on brittle lexical features. To recover the watermark, CLASP uses reference-code retrieval and differential comparison to identify transformation traces, avoiding task-specific model training while improving robustness to structural edits and adaptive attacks. Experiments across multiple programming languages show that CLASP consistently outperforms existing baselines in watermark extraction accuracy and robustness, while maintaining code quality under both random removal and adaptive de-watermarking attacks."
Optimizing Token Choice for Code Watermarking: An RL Approach,Zhimeng Guo; Huaisheng Zhu; Siyuan Xu; Hangfan Zhang; Teng Xiao; Minhao Cheng,2025,arXiv preprint arXiv …,,http://arxiv.org/abs/2508.11925v3,"Protecting intellectual property on LLM-generated code necessitates effective watermarking systems that can operate within code's highly structured, syntactically constrained nature. In this work, we introduce CodeTracer, an innovative adaptive code watermarking framework underpinned by a novel reinforcement learning training paradigm. At its core, CodeTracer features a policy-driven approach that utilizes a parameterized model to intelligently bias token choices during next-token prediction. This strategy ensures that embedded watermarks maintain code functionality while exhibiting subtle yet statistically detectable deviations from typical token distributions. To facilitate policy learning, we devise a comprehensive reward system that seamlessly integrates execution feedback with watermark embedding signals, balancing process-level and outcome-level rewards. Additionally, we employ Gumbel Top-k reparameterization to enable gradient-based optimization of discrete watermarking decisions. Extensive comparative evaluations demonstrate CodeTracer's significant superiority over state-of-the-art baselines in both watermark detectability and the preservation of generated code's functionality. Our code is available at https://github.com/TimeLovercc/CodeTracer."
Marking Code Without Breaking It: Code Watermarking for Detecting LLM-Generated Code,"Kim, Jungin; Park, Shinwoo; Han, Yo-Sub",2026,"19th Conference of the European Chapter of the Association for Computational Linguistics, Findings of EACL 2026",10.18653/v1/2026.findings-eacl.207,https://aclanthology.org/2026.findings-eacl.207/,"Identifying LLM-generated code through watermarking poses a challenge in preserving functional correctness. Previous methods rely on the assumption that watermarking high-entropy tokens effectively maintains output quality. Our analysis reveals a fundamental limitation of this assumption: syntax-critical tokens such as keywords often exhibit the highest entropy, making existing approaches vulnerable to logic corruption. We present STONE, a syntax-aware watermarking method that embeds watermarks only in non-syntactic tokens and preserves code integrity. For rigorous evaluation, we also introduce STEM, a comprehensive metric that balances three critical dimensions: correctness, detectability, and imperceptibility. Across Python, C++, and Java, STONE preserves correctness, sustains strong detectability, and achieves balanced performance with minimal computational overhead. Our implementation is available at https://github.com/inistory/STONE-watermarking. ©2026 Association for Computational Linguistics."
Robust and Secure Code Watermarking for Large Language Models via ML/Crypto Codesign,Ruisi Zhang; Neusha Javidnia; Nojan Sheybani; Farinaz Koushanfar,2025,arXiv preprint arXiv …,,http://arxiv.org/abs/2502.02068v3,"This paper introduces RoSeMary, the first-of-its-kind ML/Crypto codesign watermarking framework that regulates LLM-generated code to avoid intellectual property rights violations and inappropriate misuse in software development. High-quality watermarks adhering to the detectability-fidelity-robustness tri-objective are limited due to codes' low-entropy nature. Watermark verification, however, often needs to reveal the signature and requires re-encoding new ones for code reuse, which potentially compromising the system's usability. To overcome these challenges, RoSeMary obtains high-quality watermarks by training the watermark insertion and extraction modules end-to-end to ensure (i) unaltered watermarked code functionality and (ii) enhanced detectability and robustness leveraging pre-trained CodeT5 as the insertion backbone to enlarge the code syntactic and variable rename transformation search space. In the deployment, RoSeMary uses zero-knowledge proofs for secure verification without revealing the underlying signatures. Extensive evaluations demonstrated RoSeMary achieves high detection accuracy while preserving the code functionality. RoSeMary is also robust against attacks and provides efficient secure watermark verification."
MCGMark: An Encodable and Robust Online Watermark for Tracing LLM-Generated Malicious Code,Kaiwen Ning; Jiachi Chen; Qingyuan Zhong; Tao Zhang; Yanlin Wang; Wei Li; Jingwen Zhang; Jianxing Yu; Yuming Feng; Weizhe Zhang; Zibin Zheng,2024,arXiv preprint arXiv …,,http://arxiv.org/abs/2408.01354v2,"With the advent of large language models (LLMs), numerous software service providers (SSPs) are dedicated to developing LLMs customized for code generation tasks, such as CodeLlama and Copilot. However, these LLMs can be leveraged by attackers to create malicious software, which may pose potential threats to the software ecosystem. For example, they can automate the creation of advanced phishing malware. To address this issue, we first conduct an empirical study and design a prompt dataset, MCGTest, which involves approximately 400 person-hours of work and consists of 406 malicious code generation tasks. Utilizing this dataset, we propose MCGMark, the first robust, code structure-aware, and encodable watermarking approach to trace LLM-generated code. We embed encodable information by controlling the token selection and ensuring the output quality based on probabilistic outliers. Additionally, we enhance the robustness of the watermark by considering the structural features of malicious code, preventing the embedding of the watermark in easily modified positions, such as comments. We validate the effectiveness and robustness of MCGMark on the DeepSeek-Coder. MCGMark achieves an embedding success rate of 88.9% within a maximum output limit of 400 tokens. Furthermore, it also demonstrates strong robustness and has minimal impact on the quality of the output code. Our approach assists SSPs in tracing and holding responsible parties accountable for malicious code generated by LLMs."
CodeIP: A Grammar-Guided Multi-Bit Watermark for Large Language Models of Code,"Guan, Batu; Wan, Yao; Bi, Zhangqian; Wang, Zheng; Zhang, Hongyu; Zhou, Pan; Sun, Lichao",2024,"EMNLP 2024 - 2024 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2024",10.18653/v1/2024.findings-emnlp.541,https://aclanthology.org/2024.findings-emnlp.541/,"Large Language Models (LLMs) have achieved remarkable progress in code generation.It now becomes crucial to identify whether the code is AI-generated and to determine the specific model used, particularly for purposes such as protecting Intellectual Property (IP) in industry and preventing cheating in programming exercises.To this end, several attempts have been made to insert watermarks into machine-generated code.However, existing approaches are limited to inserting only a single bit of information.In this paper, we introduce CODEIP, a novel multi-bit watermarking technique that inserts additional information to preserve crucial provenance details, such as the vendor ID of an LLM, thereby safeguarding the IPs of LLMs in code generation.Furthermore, to ensure the syntactical correctness of the generated code, we propose constraining the sampling process for predicting the next token by training a type predictor.Experiments conducted on a real-world dataset across five programming languages demonstrate the effectiveness of CODEIP in watermarking LLMs for code generation while maintaining the syntactical correctness of code. © 2024 Association for Computational Linguistics."
Efficient and Universal Watermarking for LLM-Generated Code Detection,"Li, Boquan; Fu, Zirui; Zhang, Mengdi; Zhang, Peixin; Sun, Jun; Wang, Xingmei",2026,IEEE Transactions on Software Engineering,10.1109/TSE.2026.3710556,https://ieeexplore.ieee.org/abstract/document/11595656/?casa_token=zPVqaqZ7Lf8AAAAA:GzEY-RhS-0fsGaYhsT32Q0qzDoKgfNPbtFvekUEwc8-8d-dz97CwCYvqEzgu92WDoHdLQX96,"Large language models (LLMs) have significantly enhanced the usability of AI-generated code, providing effective assistance to programmers. This advancement also raises ethical and legal concerns, such as academic dishonesty and the generation of malicious code. For accountability, it is imperative to detect whether a piece of code is AI-generated. Watermarking is broadly considered a promising solution and has been successfully applied to identify LLM-generated text. However, existing efforts on code are far from ideal, suffering from limited universality and excessive time and memory consumption. In this work, we propose a plugand- play watermarking approach for AI-generated code detection, named ACW (AI Code Watermarking). ACW is training-free and works by selectively applying a set of carefully-designed, semantic-preserving and idempotent code transformations to LLM code outputs. The presence or absence of the transformations serves as implicit watermarks, enabling the detection of AI-generated code. Our experimental results show that ACW effectively and efficiently detects AI-generated code, preserves code utility, and is resilient against potential code disruptions. Especially, ACW is universal across different LLMs, addressing the limitations of existing approaches. © 1976-2012 IEEE."
Towards Code Watermarking with Dual-Channel Transformations,Borui Yang; Wei Li; Liyao Xiang; Bo Li,2023,arXiv preprint arXiv:2309.00860,,http://arxiv.org/abs/2309.00860v2,"The expansion of the open source community and the rise of large language models have raised ethical and security concerns on the distribution of source code, such as misconduct on copyrighted code, distributions without proper licenses, or misuse of the code for malicious purposes. Hence it is important to track the ownership of source code, in which watermarking is a major technique. Yet, drastically different from natural languages, source code watermarking requires far stricter and more complicated rules to ensure the readability as well as the functionality of the source code. Hence we introduce SrcMarker, a watermarking system to unobtrusively encode ID bitstrings into source code, without affecting the usage and semantics of the code. To this end, SrcMarker performs transformations on an AST-based intermediate representation that enables unified transformations across different programming languages. The core of the system utilizes learning-based embedding and extraction modules to select rule-based transformations for watermarking. In addition, a novel feature-approximation technique is designed to tackle the inherent non-differentiability of rule selection, thus seamlessly integrating the rule-based transformations and learning-based networks into an interconnected system to enable end-to-end training. Extensive experiments demonstrate the superiority of SrcMarker over existing methods in various watermarking requirements."
Who Wrote this Code? Watermarking for Code Generation,"Lee, Taehyun; Hong, Seokhee; Ahn, Jaewoo; Hong, Ilgee; Lee, Hwaran; Yun, Sangdoo; Shin, Jamin; Kim, Gunhee",2024,Proceedings of the Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2024.acl-long.268,https://aclanthology.org/2024.acl-long.268/,"Since the remarkable generation performance of large language models raised ethical and legal concerns, approaches to detect machine-generated text by embedding watermarks are being developed. However, we discover that the existing works fail to function appropriately in code generation tasks due to the task's nature of having low entropy. Extending a logit-modifying watermark method, we propose Selective WatErmarking via Entropy Thresholding (SWEET), which enhances detection ability and mitigates code quality degeneration by removing low-entropy segments at generating and detecting watermarks. Our experiments show that SWEET significantly improves code quality preservation while outperforming all baselines, including post-hoc detection methods, in detecting machine-generated code text. Our code is available in https://github.com/hongcheki/sweet-watermark. © 2024 Association for Computational Linguistics."
Towards Tracing Code Provenance with Code Watermarking,Wei Li; Borui Yang; Yujie Sun; Suyu Chen; Ziyun Song; Liyao Xiang; Xinbing Wang; Chenghu Zhou,2023,arXiv preprint arXiv …,,http://arxiv.org/abs/2305.12461v1,"Recent advances in large language models have raised wide concern in generating abundant plausible source code without scrutiny, and thus tracing the provenance of code emerges as a critical issue. To solve the issue, we propose CodeMark, a watermarking system that hides bit strings into variables respecting the natural and operational semantics of the code. For naturalness, we novelly introduce a contextual watermarking scheme to generate watermarked variables more coherent in the context atop graph neural networks. Each variable is treated as a node on the graph and the node feature gathers neighborhood (context) information through learning. Watermarks embedded into the features are thus reflected not only by the variables but also by the local contexts. We further introduce a pre-trained model on source code as a teacher to guide more natural variable generation. Throughout the embedding, the operational semantics are preserved as only variable names are altered. Beyond guaranteeing code-specific properties, CodeMark is superior in watermarking accuracy, capacity, and efficiency due to a more diversified pattern generated. Experimental results show CodeMark outperforms the SOTA watermarking systems with a better balance of the watermarking requirements."
Practical and effective code watermarking for large language models,"Guo, Zhimeng; Cheng, Minhao",2025,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/6b4cb812f234a92ab757d1544912b4a8-Abstract-Conference.html,"The rapid advancement of Large Language Models (LLMs) in code generation has raised significant attribution and intellectual property concerns. Code watermarking offers a potential solution but faces unique challenges due to programming languages' strict syntactic constraints and semantic requirements. To address these challenges, we introduce ACW (AST-guided Code Watermarking), a novel adaptive framework that leverages Abstract Syntax Tree (AST) analysis during training to learn watermark embedding strategies. Our framework identifies substitutable code components and strategically biases token selections to embed watermarks. We also propose a novel sampling scheme that distributes tokens between green/red lists according to semantic context, ensuring statistical distinguishability while preserving code functionality. Extensive experiments demonstrate that ACW achieves a significant improvement in watermark detection accuracy compared to existing methods, with negligible impact on code functionality. This adaptive framework offers a promising solution for effective and practical code watermarking in the age of LLMs. Our code is available at: https://github.com/TimeLovercc/code-watermark. © 2025 Neural information processing systems foundation. All rights reserved."
CodeGenGuard: A Watermark for Code Generation Models,"B Yang, M Ma, L Xiang, N Chen, X Zhang…",2026,International …,,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d02ff1aeaa5c268dc34790dd1ad21526-Abstract-Conference.html,"Code language models (LMs) represent valuable intellectual property (IP) as their training involves immense investments, including large-scale code corpora, proprietary annotations, extensive computational resources, and specialized designs. Hence the threat of model IP infringements such as unauthorized redistribution or model theft has become increasingly concerning. While neural network watermarking has been widely studied as a measure to support model ownership verification, watermarking code LMs is particularly challenging due to the seemingly conflicting requirements of code generation: adhering to strict syntactic rules and semantic consistency while allowing flexible changes to embed watermarks, keeping high fidelity of the generated content while being robust to extraction attacks, etc. To resolve the issues, we propose CodeGenGuard, a watermarking framework for code LMs. CodeGenGuard leverages semantic-preserving transformations (SPTs) to encode the watermark and incorporates a dead-code-based data augmentation pipeline to diversify SPT patterns. To improve robustness, we incorporate an efficient dual-LoRA shadow training scheme and an optimizable trigger prompt that learns to extract watermark from both the watermarked and the shadow models. As most SPTs take place in specific contexts, we implant auxiliary prompts during verification to encourage the generation of the context, further enhancing the detection rate. Evaluation results on representative code generation models demonstrate that CodeGenGuard achieves superior watermarking performance to the state-of-the-art."
Entropy-Aware Watermarking for Code Generation Models,"Shi, Ying; Bao, Siyuan; Wu, Hanzhou; Ye, Jingyu; Zhang, Xinpeng",2026,International Conference on Machine …,10.1007/978-981-95-7820-7_13,https://link.springer.com/chapter/10.1007/978-981-95-7820-7_13,"Watermark-based detection shows strong potential for identifying machine-generated content, but applying it to code generation is still hard due to low entropy and strict structure, which limit flexibility and cause a trade-off between quality and detectability. Existing methods like SWEET use fixed entropy thresholds. They cannot adjust to different levels of token uncertainty across coding contexts. To overcome this limitation, we propose Entropy-Aware Watermarking (EAW), a framework that dynamically modulates watermark embedding strength based on local entropy signals. Specifically, EAW amplifies the greenlist bias in high-entropy regions, such as variable names or comments, while reducing interference in low-entropy, syntax-critical parts to maintain the functional correctness of the code. This adaptive mechanism enables EAW to maintain code naturalness without sacrificing detection robustness. Extensive experiments across multiple benchmarks demonstrate that EAW consistently outperforms prior baselines in both watermark detectability and code quality retention, establishing a better trade-off between transparency and reliability in code watermarking. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026."
Srcmarker: Dual-channel source code watermarking via scalable code transformations,"Yang, Borui; Li, Wei; Xiang, Liyao; Li, Bo",2024,Proceedings - IEEE Symposium on Security and Privacy,10.1109/SP54263.2024.00097,https://ieeexplore.ieee.org/abstract/document/10646683/?casa_token=VPdhcSMjF1UAAAAA:HAv3PIu77X3UUEXR-F57QLJqbCmN61qiy9n5x2fjncQNmH-Opo3Dk7UzArMXF-QcqxCszGk1,"The expansion of the open source community and the rise of large language models have raised ethical and security concerns on the distribution of source code, such as misconduct on copyrighted code, distributions without proper licenses, or misuse of the code for malicious purposes. Hence it is important to track the ownership of source code, in which watermarking is a major technique. Yet, drastically different from natural languages, source code watermarking requires far stricter and more complicated rules to ensure the readability as well as the functionality of the source code. Hence we introduce SrcMarker, a watermarking system to unobtrusively encode ID bitstrings into source code, without affecting the usage and semantics of the code. To this end, SrcMarker performs transformations on an AST-based intermediate representation that enables unified transformations across different programming languages. The core of the system utilizes learning-based embedding and extraction modules to select rule-based transformations for watermarking. In addition, a novel feature-approximation technique is designed to tackle the inherent non-differentiability of rule selection, thus seamlessly integrating the rule-based transformations and learning-based networks into an interconnected system to enable end-to-end training. Extensive experiments demonstrate the superiority of SrcMarker over existing methods in various watermarking requirements. © 2024 IEEE."
