source,title,authors,year,venue,doi,url,abstract
Google Scholar,Watermarking techniques for large language models: A survey,"Y Liang, J Xiao, W Gan, PS Yu",2026,Artificial Intelligence Review,,https://link.springer.com/article/10.1007/s10462-025-11474-6,"… In addition, this review examines the pros and cons of LLM watermarking. Considering the … Users must scan the QR code and decode the watermark to complete dual verification, …"
Google Scholar,MCGMark: An encodable and robust online watermark for tracing LLM-generated malicious code,"K Ning, J Chen, Q Zhong, T Zhang, Y Wang…",2024,arXiv preprint arXiv …,,https://arxiv.org/abs/2408.01354,"… in the case of Code LLM, such as “:("" or “])"", we design a watermark skipping scheme for … of the code and the LLM vocabulary. It is worth noting that due to significant differences in code …"
Google Scholar,Markllm: An open-source toolkit for llm watermarking,"L Pan, A Liu, Z He, Z Gao, X Zhao, Y Lu…",2024,Proceedings of the …,,https://aclanthology.org/2024.emnlp-demo.7/,"… framework for implementing LLM watermarking algorithms, … LLM watermarking technology, fostering consensus and driving further advancements in research and application. Our code …"
Google Scholar,Efficient and universal watermarking for LLM-generated code detection,"B Li, Z Fu, M Zhang, P Zhang, J Sun…",2026,IEEE Transactions on …,,https://ieeexplore.ieee.org/abstract/document/11595656/?casa_token=zPVqaqZ7Lf8AAAAA:GzEY-RhS-0fsGaYhsT32Q0qzDoKgfNPbtFvekUEwc8-8d-dz97CwCYvqEzgu92WDoHdLQX96,"… universality, and thus cannot adapt to LLM updates and optimizations. In response to … code watermarking approach for AI-generated code detection, named ACW (AI Code Watermarking…"
Google Scholar,Building intelligence identification system via large language model watermarking: a survey and beyond,"X Wang, H Jiang, Y Yu, J Yu, Y Lin, P Yi…",2025,Artificial Intelligence …,,https://link.springer.com/article/10.1007/s10462-025-11222-w,"… by adjusting the token generation probability distribution through the watermark code space. Some studies focus on enhancing the robustness of such watermarks against attacks, …"
Google Scholar,A Survey on LLM Watermarking: Theory and Deployment,"H Phan, K Dang, O Dulal, AAL Shukairi, A Shine…",2026,arXiv preprint arXiv …,,https://arxiv.org/abs/2607.10103,… of LLM watermarking. We organize the space by the core questions practitioners must answer: where a watermark is … by incorporating both natural language and code generation tasks. …
Google Scholar,Watermarking language models through language models,"A Dasgupta, AA Tanvir, X Zhong",2025,IEEE Transactions on …,,https://ieeexplore.ieee.org/abstract/document/11146861/?casa_token=njoeXSwQ7fEAAAAA:nvxvKi3NQRI3x_DMwtBE7TZ1Y1PPUfyI2bdLILoe_gPl6CbUMBQUwdUuye7suYHAslHrOwgV,… the watermark signal is robust to state-of-the-art attacks. This work advances the state of LLM … in watermarking while maintaining code correctness. Liu and Bu [5] proposed an adaptive …
Google Scholar,Mark your llm: Detecting the misuse of open-source large language models via watermarking,"Y Xu, A Liu, X Hu, L Wen, H Xiong",2025,arXiv preprint arXiv:2503.04636,,https://arxiv.org/abs/2503.04636,"… We judge whether the target LLM has a watermark by checking if the actual accuracy is above a boundary value (eg, 5%) higher than the random accuracy. Assuming the null …"
Google Scholar,{REMARK-LLM}: A robust and efficient watermarking framework for generative large language models,"R Zhang, SS Hussain, P Neekhara…",2024,33rd USENIX Security …,,https://www.usenix.org/conference/usenixsecurity24/presentation/zhang-ruisi,"… -LLM, a novel efficient, and robust watermarking framework … -LLM proposes three new components:(i) a learning-based message encoding module to infuse binary signatures into LLM-…"
Google Scholar,Scalable watermarking for identifying large language model outputs,"S Dathathri, A See, S Ghaisas, PS Huang, R McAdam…",2024,Nature,,https://www.nature.com/articles/s41586-024-08025-4,… indicate no change in LLM capabilities. To demonstrate the feasibility of watermarking in large-… 7 will facilitate further development of watermarking and responsible use of LLM systems. …
Google Scholar,ArcMark: Distortion-Free Multi-Byte LLM Watermark via Optimal Transport,"A Gilani, S Vithana, CX Long, O Kosut, L Sankar…",2026,arXiv preprint arXiv …,,https://arxiv.org/abs/2602.07235,… LLM next-token distribution. We derive ArcMark by formulating the distortion-free watermarking … the fundamental limit of embedding information in LLM output in a distortion-free manner. …
Google Scholar,PGmark: Enhancing text quality in language model watermarking via probability guidance,"Z Jiang, H Wang, Q Hou, R Jiao",2026,Expert Systems with Applications,,https://www.sciencedirect.com/science/article/pii/S0957417426000345?casa_token=aYPzuSqQ4QcAAAAA:WhxE5j-L-8V79tAeaoAEQaKs6jZvSHB-p5q6oRIc0QRnWSgpRwK6gOzgvUfWiup6A3lQSmQqCA,"… Broadly speaking, LLM watermarking methods are divided into two categories: one … Additionally, both methods primarily target code watermarking, limiting their applicability to …"
Google Scholar,Content authenticity and watermarking techniques for generative media,"M Costa, L Garcia",2025,Journal of Generative Intelligence E: 3117 …,,http://galaxiauniverse.com/index.php/JGI/article/view/301,"… For generative AI developers subject to EU AI Act Article 50 obligations, we recommend … GMA watermarking as a standard generation pipeline component. SWT text watermarking adds …"
Google Scholar,Modelshield: Adaptive and robust watermark against model extraction attack,"K Pang, T Qi, C Wu, M Bai, M Jiang…",2025,IEEE Transactions on …,,https://ieeexplore.ieee.org/abstract/document/10843740/?casa_token=TyFlnPk1MKQAAAAA:c5xnC2tQ7C2m47s3UyWwBHj1370O2H0iYsDAsAnvXZmgXcXkBbTyZRuT2jThYEjXVjie4BxZ,"… model generation, protecting the IP of language models in code generation scenarios. Our … ing capability of language models, we build two LLM selfgenerated watermark datasets. …"
Google Scholar,Evaluating durability: Benchmark insights into image and text watermarking,"J Qiu, W Han, X Zhao, S Long…",2024,Journal of Data-centric …,,https://openreview.net/forum?id=IaUzVUf0CL,"… watermark robustness under image and text perturbations by analyzing 4 image watermarking methods and 4 text watermarking … green tokens, it is likely from the watermarked LLM. …"
Google Scholar,Rethinking LLM Watermark Detection in Black-Box Settings: A Non-Intrusive Third-Party Framework,"Z Wang, Y Ren, Y Cao, F Fang, X Li…",2026,Findings of the …,,https://aclanthology.org/2026.findings-acl.990/,"… watermark detection framework that explicitly decouples detection from injection, allowing a TTP to assess watermark … with standard evaluation practices in LLM watermark detection, we …"
Google Scholar,Watermarking llms with weight quantization,"L Li, B Jiang, P Wang, K Ren, H Yan…",2023,Findings of the …,,https://aclanthology.org/2023.findings-emnlp.220/,… plant the watermark into open-source large language model … and provide the inference code with a specific quantization … that are not intended by the LLM providers. Compared with …
Google Scholar,Markplugger: Generalizable watermark framework for latent diffusion models without retraining,"G Zhang, L Wang, Y Su, AA Liu",2025,IEEE Transactions on …,,https://ieeexplore.ieee.org/abstract/document/10980457/?casa_token=keQKFC2yjAoAAAAA:YV7LEN2AAa3T_ANIo9t7Cimnbfc9FDAmpqu7SKR83qcyXKgyB8A6Rst_gS1ZiQC0Ukc_N_Fl,"… code by watermark insertion, we allocate only one channel of the latent code to carry the compressed watermark … ai, generative ai, and large ai models. In ICCA, pages 1–7, 2023. [25] K. …"
Google Scholar,WoE Wrote It? Watermarking Mixture-of-Experts LLMs for Black-Box Text Provenance,"J Lintelo, L Wu, S Picek",2026,arXiv preprint arXiv:2608.29151,,https://arxiv.org/abs/2608.29151,"… the necessary background information on LLM watermarking and MoE architectures. Section … Gao, “Protecting intellectual property of large language model-based code generation apis …"
Google Scholar,Are you copying my model? protecting the copyright of large language models for eaas via backdoor watermark,"W Peng, J Yi, F Wu, S Wu, BB Zhu, L Lyu…",2023,Proceedings of the …,,https://aclanthology.org/2023.acl-long.423/,"… LLM owners, as customers can create more accurate AI applications using the advanced capabilities of LLMs and LLM … Watermarking is popular for copyright protection of data such as …"
Google Scholar,LLM Watermark Evasion via Bias Inversion,"J Hwang, S Park, J Ok",2025,arXiv preprint arXiv:2509.23019,,https://arxiv.org/abs/2509.23019,… current watermarking methods and highlight the need for rigorous stress tests. Our code is … This paper aims to rigorously stress-test the robustness of current LLM watermarking schemes…
Google Scholar,Dualmark: A novel dual watermarking approach for large language models,"Z Qiang, J Hao, J Qiang, Y Zhu, C Zhang, Y Liu…",2026,Information Processing & …,,https://www.sciencedirect.com/science/article/pii/S0306457326000981?casa_token=hkZvZuL2N1cAAAAA:L-l8oMOmoRqjIqStBL3vZYu2LFJCfRUb7F3O3tvoq4jKPh5cnYTf7a5rxb9xGSJpLSRhku1u_Q,… -watermarking framework for green-red watermarking of LLM outputs. Framed as an ensemble of two independent watermark … of different watermarking designs to improve robustness. …
Google Scholar,On-device watermarking: A socio-technical imperative for authenticity in the age of generative ai,H Kherraz,2025,arXiv preprint arXiv:2504.13205,,https://arxiv.org/abs/2504.13205,"… This presents a unique opportunity to watermark at the hardware layer, and we lay … watermarking, and we argue that AI watermarking research efforts are better spent in the text and …"
Google Scholar,Robust data watermarking in language models by injecting fictitious knowledge,"X Cui, J Wei, S Swayamdipta, R Jia",2025,Findings of the Association …,,https://aclanthology.org/2025.findings-acl.736/,"… To address these challenges, we propose a novel data watermarking approach that injects plausi… relying on LLM probabilities in closed-API models. We evaluate the LLM memorization …"
Google Scholar,Enhancing watermarking quality for LLMs via contextual generation states awareness,"P Yang, X Li, W Ni, J Yin, H Wang, G Nan…",2025,arXiv preprint arXiv …,,https://arxiv.org/abs/2506.07403,"… [5] propose the first LLM watermarking method using logits reweighting, which randomly splits the vocabulary into green and red lists, increasing the selection probability of green tokens…"
Google Scholar,Security and Detectability Analysis of Unicode Text Watermarking Methods Against Large Language Models,M Hellmeier,2025,arXiv preprint arXiv:2512.13325,,https://arxiv.org/abs/2512.13325,"… every LLM if a given watermarked text contains a watermark … a watermark or a No if the text does not have any watermark … the code of our ""[ALGORITHM-NAME]"" watermarking imple…"
Google Scholar,MATRIX: Multi-Layer Code Watermarking via Dual-Channel Constrained Parity-Check Encoding,"Y Nie, C Wang, G Xu, G Xu, C Wang, H Wang…",2026,arXiv preprint arXiv …,,https://arxiv.org/abs/2604.16001,"… , a novel code watermarking framework that formulates watermark … MATRIX employs dual-channel watermarking through … for watermarking LLM-generated code. ACW [41] is a …"
Google Scholar,Covert Multi-bit LLM Watermarking: An Information Theory and Coding Approach,"S Guo, T Kann, T Baluta, MR Bloch",2026,arXiv preprint arXiv:2605.16709,,https://arxiv.org/abs/2605.16709,"… is to develop a covert LLM watermarking framework based on … 1) We propose a multi-bit LLM watermarking model based on … Under our code construction using the likelihood encoder, …"
Google Scholar,CEFW: A Comprehensive Evaluation Framework for Watermark in Large Language Models,"S Zhang, B Cheng, J Han, Y Chen…",2025,… on Multimedia and …,,https://ieeexplore.ieee.org/abstract/document/11209519/?casa_token=hsrkWts6GcMAAAAA:161-2BOing0XgJRoVf_v38xoX1ieg74e1uqOFC-4rbKsEsaeqqqFLcQ-ynFWlj1NtJD9slYi,"… We release our code to the community for future research1. … use of LLM services and the efficiency of watermark detection. … the Memory Cost after loading LLM and watermark. Like PPL, …"
Google Scholar,Temperature-Based Watermarking and Detection for Large Language Models,"W Chen, Z Zhang, H Ren, PG Ye, Z Li…",2024,… Conference on Algorithms …,,https://link.springer.com/chapter/10.1007/978-981-96-1525-4_18,"… This paper proposes a temperature-based watermark … Meanwhile, this paper also discusses a watermark detection … Remark-LLM: a robust and efficient watermarking framework …"
Google Scholar,"DERMARK: A Dynamic, Efficient and Robust Multi-bit Watermark for Large Language Models","Q Lin, C Tang, X Li",2025,arXiv preprint arXiv:2502.05213,,https://arxiv.org/abs/2502.05213,"… code, where entropy tends to be low, watermark embedding often fails. Therefore, a crucial advancement for multi-bit watermarking in LLM-… watermarking framework that, during the LLM’…"
Google Scholar,Linguistics-Aware Non-Distortionary LLM Watermarking,"S Park, H Park, H An, YS Han",2026,arXiv preprint arXiv:2606.00613,,https://arxiv.org/abs/2606.00613,"… Watermarking should identify language-model output without degrading quality or … watermark evidence can enter naturally. We introduce LUNA, a linguistically adaptive watermark that …"
Google Scholar,AI Watermark Evidence Fails Forensic Readiness: An Empirical Evaluation,"SR Tamim, AL Khan",2026,arXiv preprint arXiv:2607.16010,,https://arxiv.org/abs/2607.16010,… watermark detection yields evidence reliable enough for courts. This paper tests that assumption directly. We evaluate three representative LLM watermarking … lost its watermark after …
Google Scholar,Reliable Multi-bit Watermark for Large Language Models via Robust Encoding and Green-Zone Refinement,"W Jin, W Li",2025,International Conference on Intelligent Computing,,https://link.springer.com/chapter/10.1007/978-981-96-9958-2_12,"… Watermark offers a viable solution to address these challenges. Current LLM watermark … tokens to embed watermark for code detection tasks [16]. However, these methods only detect …"
Google Scholar,Vaporizer: Breaking Watermarking Schemes for Large Language Model Outputs,"JHJ Ng, AT Ngo, A Chattopadhyay",2026,arXiv preprint arXiv:2605.07481,,https://arxiv.org/abs/2605.07481,… demonstration that leading watermarking schemes for LLM outputs are vulnerable to a wide range of semantic-preserving attacks. We empirically show that watermark signals—whether …
Google Scholar,ICLR 2025 Workshop on GenAI Watermarking: Going beyond safety in watermarking research and development,"H Elsahar, P Fernandez, T Furon, LA Kaffee…",2025,ICLR,,https://openreview.net/forum?id=euhFSyW2CA,"… The best known application of watermarking is now in the context of generative AI, where it helps detect synthetic content, ensuring transparency and responsibility. This area is gaining …"
Google Scholar,EntroBench: Evaluating LLM Watermarking Under Multi-Entropy Scenarios and Practical User Operations,"P Qin, L Tu, Y Ke, H Ling",2026,Findings of the Association for …,,https://aclanthology.org/2026.findings-acl.2089/,… Our code and data will be made publicly available upon publication… LLM watermarking that captures a common real-world behavior: users typically retain only a critical subset of the LLM…
Google Scholar,A Likelihood Based Approach for Watermark Detection.,"X Li, G Li, X Zhang",2025,AISTATS,,https://raw.githubusercontent.com/mlresearch/v258/main/assets/li25d/li25d.pdf,"… watermark detection, particularly in shorter texts. Our method leverages both the watermark … whether a text is generated by a large language model. We demonstrate the optimality of our …"
Google Scholar,Adaptive Robust Watermarking for Large Language Models via Dynamic Token Embedding Perturbation,"Z Zeng, H Lin, S Zhang, B Wang",2026,IEEE Access,,https://ieeexplore.ieee.org/abstract/document/11348107/,"… on LLM text generation and watermarking fundamentals. Section IV presents our proposed adaptive robust watermarking … multi-modal watermarking frameworks that generalize to code, …"
Google Scholar,Memory-Recall-Based Watermarking for Data Misuse Detection in Large Language Models,"S Xu, S Wu",2025,International Conference on Digital Forensics and …,,https://link.springer.com/chapter/10.1007/978-3-032-22542-9_4,"… watermarking techniques to LLM fine-tuning scenarios, new challenges spring up for low-density watermark … gradient updates tend to overwrite watermark features with dominant task …"
Google Scholar,DHMark: Public-Key Watermarking for LLM-Generated Text via Diffie-Hellman-Guided Rejection Sampling,"H Fu, Y Qian, L Wang, Y Cao",2026,arXiv preprint arXiv:2608.03093,,https://arxiv.org/abs/2608.03093,"… Can we design an LLM watermark whose embedding authority is secret, whose verification … We answer this question with DHMARK, a public-key watermarking construction for LLM-…"
Google Scholar,Watermarking Visual Concepts for Diffusion Models,"L Lei, K Gai, J Yu, L Zhu, Q Wu",2024,arXiv preprint arXiv:2411.11688,,https://arxiv.org/abs/2411.11688,… Our code is available at https://anonymous.4open.science/r/Conceptwm-4EB3/. … Invisible image watermarks are provably removable using generative ai. arXiv preprint arXiv:2306.01953…
Google Scholar,Towards code watermarking with dual-channel transformations,"B Yang, W Li, L Xiang, B Li",2023,arXiv preprint arXiv:2309.00860,,https://arxiv.org/abs/2309.00860,… Consider an adversary aiming at removing the watermark from code produced by a large language model. If it had a model large and powerful enough to generate perfectly functioning …
Google Scholar,Beyond detection: A checksum-based dual verification mechanism for host llm watermarking,"X Deng, J Zhu, K Yu, Y Yu",2025,International Conference on Neural …,,https://link.springer.com/chapter/10.1007/978-981-95-4381-6_24,"… the watermark’s detectability, potentially damaging the LLM … can be deployed on SOTA watermark algorithms with minimal … ’s performance on curren t SOTA LLM watermark methods. …"
Google Scholar,"SPO: A Black-box, Unbiased, Robust Watermarking Method for Large Language Model","Y Cai, Y Wang, D Hu, C Gu",,openreview.net,,https://openreview.net/forum?id=rU9ZA8mqxN,"… Who wrote this code? watermarking for code generation. In Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pp. 4890…"
Google Scholar,Beyond A Fixed Seal: Adaptive Stealing Watermark in Large Language Models,"S Zhang, Y Chen, J Han, B Cheng…",2026,Findings of the …,,https://aclanthology.org/2026.findings-acl.1036/,"… for more robust LLM watermarks to withstand potential attacks. We release our code to the … 1 of Figure 1, the watermarked LLM employs a watermark comprising a Seal that generates …"
Google Scholar,Robustness assessment and enhancement of text watermarking for google's synthid,"X Han, Q Li, J Ni, M Zulkernine",2025,,,https://ieeexplore.ieee.org/abstract/document/11354794/?casa_token=wMZnTAsPJbMAAAAA:m7yrXZFHuQBlqPG6uh-HOm6ucTn-S7x9kmDpv7fH8DfZmvn-np2RSdMYZRQMdWwc94c88FVs,"… of semantic-aware watermarking in resisting realworld tampering. All code, datasets, and … Large Language Model A large language model (LLM) M operates over a defined set of …"
Google Scholar,Credid: Credible multi-bit watermark for large language models identification,"H Jiang, S Lei, Y Wang, X Wang…",2026,ICASSP,,https://ieeexplore.ieee.org/abstract/document/11462839/?casa_token=bFM2RC-uM6kAAAAA:CAo6GN_csiLTPjRALbliuVSBccAfRKon7Dp-FiBBrkqzqitwDIj5YBXELH82J2GQ_oyG1UnP,"… Therefore, to advance LLM identity recognition centered on multi-bit watermarking, this paper … in advancing LLM watermarking technology. The repository is available at: Code. …"
Google Scholar,A Linguistics-Aware LLM Watermarking via Syntactic Predictability,"S Park, H Park, H An, YS Han",2026,… of the 64th Annual Meeting of the …,,https://aclanthology.org/2026.acl-long.2115/,"… and EWD require token entropy for detection, they necessitate access to the logits of the LLM. We propose a novel framework that aligns the watermark signal with the linguistic degrees …"
Google Scholar,Modification and generated-text detection: Achieving dual detection capabilities for the outputs of LLM by watermark,"Y Cai, Y Wang, D Hu, C Gu",2025,arXiv preprint arXiv:2502.08332,,https://arxiv.org/abs/2502.08332,"… Evaluation Metrics Currently, there are no studies about modification detection based on watermark for LLM-generated text, so we design our own watermark modification detection …"
Google Scholar,Covert Imprinting: A Comparative Analysis of Watermarking Techniques for Detecting and Attributing Large Language Model Generated Text,"ME O'Connel, A Rowland, F Avery",2025,,,https://www.researchgate.net/profile/Mary-Oconnell-20/publication/398601335_Covert_Imprinting_A_Comparative_Analysis_of_Watermarking_Techniques_for_Detecting_and_Attributing_Large_Language_Model_Generated_Text/links/693b680e27359023a00b2514/Covert-Imprinting-A-Comparative-Analysis-of-Watermarking-Techniques-for-Detecting-and-Attributing-Large-Language-Model-Generated-Text.pdf,"… efficacy of different watermarking techniques as a mechanism for robust and stealthy identification of LLM output. Specifically, we explore three primary watermarking approaches: soft-…"
Google Scholar,Watermarking for User Identification in Large Language Models,"Z Fu, C Russell",,openreview.net,,https://openreview.net/forum?id=ZACAKudvKW,… watermarking – namely the simultaneous identification of text as being automatically generated alongside the identification of the LLM … 1Our code is submitted as supplementary material…
Google Scholar,"Fast, Secure, And High-Capacity Image Watermarking With Text Autoencoded Text Vectors","G Evennou, V Chappelier, E Kijak",,openreview.net,,https://openreview.net/forum?id=TVSPV6D0co,"… We propose LatentSeal, which reframes watermarking as … embedded by a finetuned watermark model and secured through a … Models, training and inference code, and data splits will be …"
Google Scholar,Guardemb: Dynamic watermark for safeguarding large language model embedding service against model stealing attack,"L Wang, M Cheng",2024,Findings of the Association for Computational …,,https://aclanthology.org/2024.findings-emnlp.441/,… Our code … watermarking method designed to safeguard LLM Embedding as a Service (EaaS). Our experiments in Section 5.3 underscore GuardEmb’s resilience against two watermark …
Google Scholar,Rag-wm: An efficient black-box watermarking approach for retrieval-augmented generation of large language models,"P Lv, M Sun, H Wang, X Wang, S Zhang…",2025,Proceedings of the …,,https://dl.acm.org/doi/abs/10.1145/3719027.3744813,"… exhibits good performance in a domain where the owner’s RAG contains specialized knowledge, we query the suspicious LLM with the watermark question and apply a binomial test to …"
Google Scholar,"Distilling the thought, watermarking the answer: A principle semantic guided watermark for reasoning large language models","S Liu, X Li, H Liu, D Fang, B Duan, Z Qi…",2026,International …,,https://proceedings.iclr.cc/paper_files/paper/2026/hash/e45b0e8c296fa782d997f8a660bac512-Abstract-Conference.html,"… Existing LLM watermarking research is primarily divided into token-based and semantic-based approaches. Token-based methods, such as the seminal work by Kirchenbauer et al. (…"
Google Scholar,Your text encoder can be an object-level watermarking controller,"NK Devulapally, M Huang, V Asnani…",2025,,,https://ieeexplore.ieee.org/abstract/document/11444713/?casa_token=qBcxwpEaaOwAAAAA:3LzhmVjRf4ZdEuRheKCnbHmWoqD8Rqma21A-Ayx7GfHYcwIWhvV_KoTLBSCo6_rcC35f8aLa,"… of watermarking as a key area of study. As a result, multiple Generative AI (GenAI) watermark… However, lots of current watermark methods [3, 6] can only encode a watermark to an open-…"
Google Scholar,ClusterMark: Towards Robust Watermarking for Autoregressive Image Generators with Visual Token Clustering,"D Lukovnikov, A Müller, E Quiring…",2026,Proceedings of the …,,https://openaccess.thecvf.com/content/CVPR2026/html/Lukovnikov_ClusterMark_Towards_Robust_Watermarking_for_Autoregressive_Image_Generators_with_Visual_CVPR_2026_paper.html,"… Several methods have been proposed for watermarking LLM-… In this work, we adopt the KGW watermarking technique by … AR watermarks for which source code is readily available: (1) …"
Google Scholar,Is Multilingual LLM Watermarking Truly Multilingual? Scaling Robustness to 100+ Languages via Back-Translation,"A Mohamed, M Gubri",2025,arXiv preprint arXiv:2510.18019,,https://arxiv.org/abs/2510.18019,… watermarking aims to make large language model (LLM) … We show that existing multilingual watermarking methods are … best recovers the watermark strength. It is compatible with any …
Google Scholar,MarkDiffusion: An Open-Source Toolkit for Generative Watermarking of Latent Diffusion Models,"L Pan, S Guan, Z Fu, L Si, H Wang, Z Wang…",2025,arXiv preprint arXiv …,,https://arxiv.org/abs/2509.10569,"… Python toolkit for generative watermarking of latent diffusion … framework for streamlined watermarking algorithm integrations and … watermarking algorithm, along with invocation code. …"
Google Scholar,WaterSearch: A Quality-Aware Search-based Watermarking Framework for Large Language Models,"Y Lin, J Shao, S Jiang, W Zhu, B Lu, X Wu, Q Chen",2025,,,https://openreview.net/forum?id=cTekVoqmpm,"… In this work, we present WaterSearch, a novel chunk-level watermarking framework for LLMgenerated … We will release our data and code following the anonymous review process. Our …"
Google Scholar,Robust Multi-Bit Watermarking for LLM-Generated Text via Semantic-Aware Bucket Encoding,"D Zhai, K Hu, H Zou, Y Pan, Q Zhu, X Wang",,linklings.s3.amazonaws.com,,http://linklings.s3.amazonaws.com/organizations/WCCI/wcci2026/submissions/stype114/euQjy-ijcnn_pap2641s2.pdf,"… Finally, we perform category-code binding by assigning a unique bucket pattern Pi to each frequency-balanced cluster Ci, establishing the mapping Ci → Pi. This allows semantically …"
Google Scholar,Robustness Analysis of LLM Watermarking and Detection of Attacked Texts Using Double Watermarks,H Plutz,,downloads.webis.de,,https://downloads.webis.de/theses/papers/plutz_2026.pdf,"… in LLM watermarking methods by systematically analyzing the robustness of generation-inherent LLM … However, more severe attacks and generating watermarked code present greater …"
Google Scholar,Watermarking Image Autoregressive Models,"M Meintz, J Dubiński, F Boenisch, A Dziedzic",,"… -The Bad, the Ugly, and the …",,https://openreview.net/forum?id=ytMPOhAYHW,"… of the watermark does not require the access to the LLM and is … the LLM watermarking, we propose the first watermarking … 1, where we color-code the lines for watermarking in blue and …"
Google Scholar,The feasibility of topic-based watermarking on academic peer reviews,"A Nemecek, Y Jiang, E Ayday",2025,… and the 4th Conference of the …,,https://aclanthology.org/2025.findings-ijcnlp.36/,"… We also observe that topic-based watermarking is compatible across varying levels of LLM adaptation, from base models to fine-tuned variants. While the few-shot setting shows …"
Google Scholar,"Fast, secure, and high-capacity image watermarking with autoencoded text vectors","G Evennou, V Chappelier, E Kijak",2025,arXiv preprint arXiv:2510.00799,,https://arxiv.org/abs/2510.00799,"… We propose LatentSeal, which reframes watermarking as … embedded by a finetuned watermark model and secured through a … Models, training and inference code, and data splits will be …"
Google Scholar,AI Detection and Watermarking: An Advanced Deep Learning Framework for Real-Time Content Authentication and Digital Fraud Prevention,"AN Bandaru, MK Prachodhan",2025,TENCON,,https://ieeexplore.ieee.org/abstract/document/11375092/?casa_token=8h-TzRRjLNYAAAAA:SusHQBkjUk-QZUb6hLcTagXApw1VANFxOLOX8gVKUn6lyttUeKnfQuY9-UWDVHpFkVh1IXDa,"… • Academic Integrity: Students increasingly rely on LLMs to produce essays and code, … societal concerns by enabling traceable and responsible use of generative AI technologies. …"
