source,title,authors,year,venue,doi,url,abstract
SpringerLink,AI watermarking must be watertight to be effective,,2024,Nature,10.1038/d41586-024-03418-x,https://www.nature.com/articles/d41586-024-03418-x,
SpringerLink,Gamark: adaptive entropy-threshold watermarking via gaussian mixture modeling for large language models,Jing ZhaoHongwei YangHengji DongHui HeWeizhe Zhang,2026,Cybersecurity,10.1186/s42400-026-00607-1,https://link.springer.com/article/10.1186/s42400-026-00607-1,
SpringerLink,Google unveils invisible ‘watermark’ for AI-generated text,Elizabeth Gibney,2024,Nature,10.1038/d41586-024-03462-7,https://www.nature.com/articles/d41586-024-03462-7,
SpringerLink,A neural‑guided spread spectrum watermarking framework for diagnostic medical imaging,Ikram HaciniMed Sayah MoadMed Redouane KafiNarima ZermiAmine KhaldiAkram BoukhamlaAditya Kumar Sahu,2026,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-026-05095-2,https://link.springer.com/article/10.1007/s12652-026-05095-2,
SpringerLink,"Artificial intelligence, text generation tools and ChatGPT – does digital watermarking offer a solution?",Thomas Lancaster,2023,International Journal for Educational Integrity,10.1007/s40979-023-00131-6,https://link.springer.com/article/10.1007/s40979-023-00131-6,
SpringerLink,Memory-Recall-Based Watermarking for Data Misuse Detection in Large Language Models,Shensi XuShu Wu,2027,Digital Forensics and Cyber Crime,10.1007/978-3-032-22542-9_4,https://link.springer.com/chapter/10.1007/978-3-032-22542-9_4,
SpringerLink,Towards Trustworthy Text Image Recovery: Semantic Traceability with Watermark Indexing and Diffusion Inpainting,Qingwen ZhuLi DongHaoxuan Han,2026,Applied Intelligence,10.1007/978-981-95-7087-4_33,https://link.springer.com/chapter/10.1007/978-981-95-7087-4_33,
SpringerLink,FreMark: Frequency-Domain Watermark Embedding in Quantized LLMs,Pengyu ChenZiyu DingYaqi WuPeigen Ye,2026,Data Security and Privacy Protection,10.1007/978-981-95-3185-1_14,https://link.springer.com/chapter/10.1007/978-981-95-3185-1_14,
SpringerLink,EATER: Entropy-Aware Multi-bit Watermarking for Large Language Models,Ran RanKeke GaiJing Yu,2027,"Knowledge Science, Engineering and Management",10.1007/978-981-92-2759-4_41,https://link.springer.com/chapter/10.1007/978-981-92-2759-4_41,
SpringerLink,Assessing Maryland Watermark Robustness Against Paraphrasing Attacks,Rajiv Kumar,2025,Innovations in Data Analytics,10.1007/978-981-96-6300-2_28,https://link.springer.com/chapter/10.1007/978-981-96-6300-2_28,
SpringerLink,Certifiably Robust Image Watermark,Zhengyuan JiangMoyang GuoYuepeng HuJinyuan JiaNeil Zhenqiang Gong,2024,Computer Vision – ECCV 2024,10.1007/978-3-031-72980-5_25,https://link.springer.com/chapter/10.1007/978-3-031-72980-5_25,
SpringerLink,Reliable Multi-bit Watermark for Large Language Models via Robust Encoding and Green-Zone Refinement,Wenqin JinWeihai Li,2025,Advanced Intelligent Computing Technology and Applications,10.1007/978-981-96-9958-2_12,https://link.springer.com/chapter/10.1007/978-981-96-9958-2_12,
SpringerLink,A study of watermarking techniques for data publishing,Shuguang YuanJing YuKe YangYuyang WangZhaochen LiJiabao QiuTengfei YangChi Chen,2025,Multimedia Tools and Applications,10.1007/s11042-025-20886-z,https://link.springer.com/article/10.1007/s11042-025-20886-z,
SpringerLink,Large-scale traceable and robust watermarking for diffusion models with precise affine coupling flow encoding,Jiayue ZhangXiaobing KangYiting GuanJiayi Du,2026,Applied Intelligence,10.1007/s10489-026-07217-x,https://link.springer.com/article/10.1007/s10489-026-07217-x,
SpringerLink,"Detecting the undetectable: an enhanced GAN-BERT framework with ensemble learning, statistical features, and watermarking for robust AI-generated text detection",Shivam Shrikant ZampleAshu Kaushik,2026,Knowledge and Information Systems,10.1007/s10115-026-02831-0,https://link.springer.com/article/10.1007/s10115-026-02831-0,
SpringerLink,Open Zero-Watermarking Approach to Prevent the Unauthorized Use of Images in Deep Learning,Ryan DownsDaryl IllangovanGermán H. Alférez,2024,Intelligent Systems and Applications,10.1007/978-3-031-66431-1_27,https://link.springer.com/chapter/10.1007/978-3-031-66431-1_27,
SpringerLink,"NLWM: A Robust, Efficient and High-Quality Watermark for Large Language Models",Mengting SongZiyuan LiKai LiuMin PengGang Tian,2025,Web Information Systems Engineering – WISE 2024,10.1007/978-981-96-0576-7_24,https://link.springer.com/chapter/10.1007/978-981-96-0576-7_24,
SpringerLink,The Latent Seal: Robust Model Watermarking for Latent Diffusion Model,Qin ZhaoTong LiuXiaochen YuanGuoheng HuangXueyuan GongWei Wang,2026,Machine Intelligence Research,10.1007/s11633-025-1620-y,https://link.springer.com/article/10.1007/s11633-025-1620-y,
SpringerLink,SemBits: Multi-bit Semantic Watermarking with Sentence-Level Hashing for LLMs,Xiangyu FengPei-Gen Ye,2026,Data Security and Privacy Protection,10.1007/978-981-95-3185-1_12,https://link.springer.com/chapter/10.1007/978-981-95-3185-1_12,
SpringerLink,A Watermark for Image Model on VQGAN Framework,Yi LinLi WangHao ZhangYunong Liu,2025,Proceedings of the 14th International Conference on Computer Engineering and Networks,10.1007/978-981-96-4229-8_18,https://link.springer.com/chapter/10.1007/978-981-96-4229-8_18,
SpringerLink,A Watermark-Conditioned Diffusion Model for IP Protection,Rui MinSen LiHongyang ChenMinhao Cheng,2025,Computer Vision – ECCV 2024,10.1007/978-3-031-72890-7_7,https://link.springer.com/chapter/10.1007/978-3-031-72890-7_7,
SpringerLink,LaWa: Using Latent Space for In-Generation Image Watermarking,Ahmad RezaeiMohammad AkbariSaeed Ranjbar AlvarArezou FatemiYong Zhang,2025,Computer Vision – ECCV 2024,10.1007/978-3-031-73024-5_8,https://link.springer.com/chapter/10.1007/978-3-031-73024-5_8,
SpringerLink,AEMT-ZM: absolute embedding enclosed modified transformers with self-attention based zero-watermarking for securing medical data,Dhiran Kumar MahtoRajesh Dwivedi,2026,The Journal of Supercomputing,10.1007/s11227-026-08475-9,https://link.springer.com/article/10.1007/s11227-026-08475-9,
SpringerLink,A PSO-optimized self-supervised convolutional network for robust image watermark removal,Taghi Javdani GandomaniMaryam KarimiMahdi MoslehMaedeh Dashti,2026,Scientific Reports,10.1038/s41598-026-44497-2,https://link.springer.com/article/10.1038/s41598-026-44497-2,
SpringerLink,Audio Deep Watermarking and Algebraic Transform,Olena VynokurovaDmytro PeleshkoMarta PeleshkoMaksym KapysSerhii Shatilo,2025,"Lecture Notes in Data Engineering, Computational Intelligence, and Decision-Making, Volume 2",10.1007/978-3-031-88483-2_8,https://link.springer.com/chapter/10.1007/978-3-031-88483-2_8,
SpringerLink,Region-Adaptive Dual Watermarking for Identity Document Image Authentication and Forgery Detection,Haoxuan HanLi DongXiao Jin,2027,Advanced Intelligent Computing Technology and Applications,10.1007/978-981-92-3541-4_19,https://link.springer.com/chapter/10.1007/978-981-92-3541-4_19,
SpringerLink,Diffusion-Latent Invisible Watermarking for Proactive Deepfake Provenance Verification,Bibek DasAnurag DeoChandranath AdakSoumi ChattopadhyayZahid AkhtarSoumya DuttaAbdenour Hadid,2027,Pattern Recognition,10.1007/978-3-032-31663-9_34,https://link.springer.com/chapter/10.1007/978-3-032-31663-9_34,
SpringerLink,AnchorMark: Real-World Anchor-Based Watermarking for Digital Content Authentication and Manipulation Detection,Xinyun LiuRonghua XuYu Chen,2026,Digital Forensics and Cyber Crime,10.1007/978-3-032-22545-0_13,https://link.springer.com/chapter/10.1007/978-3-032-22545-0_13,
SpringerLink,Non-blind Digital Image Watermarking Method Based on Dyadic Wavelet Transform and Gyrator Transform,Keisuke MatsumotoTeruya Minamoto,2025,The 22nd International Conference on Information Technology-New Generations (ITNG 2025),10.1007/978-3-031-89063-5_58,https://link.springer.com/chapter/10.1007/978-3-031-89063-5_58,
